,Unnamed: 0,country,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate),"GINI index (World Bank estimate), average 2000-15","gini of household income reported in Gallup, by wp5-year",CPI,Crime Index,Safety Index,GDP,Happiness Rank,Happiness Score,Standard Error,Lower Confidence Interval,Upper Confidence Interval,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Dystopia Residual,underFiveMortality,Life expectancy at birth (years),Life expectancy at age 60 (years)
9,9,Afghanistan,2017,2.66171813,7.460143566,0.4908800720000001,52.33952713,0.427010864,0.311870932579041,0.954392552,0.49634856,0.371326178,0.261178523,,,1.454050779,0.546282768,,,0.28659886100000004,15.0,0.0,0.0,1783.091,141,3.79399991035461,,3.873661415278911,3.71433840543032,0.401477217674255,0.581543326377869,0.18074677884578694,0.106179520487785,0.061157830059528,2.15080118179321,0.0,0.0,0.0
19,19,Albania,2017,4.639548302,9.373718262,0.6376982929999999,69.05165863,0.74961102,0.201312944293022,0.876134634,0.669240892,0.33388412,0.457737535,,,2.682104826,0.578096092,,0.30325,0.41048798,38.0,0.0,0.0,11391.886,109,4.64400005340576,,4.75246400639415,4.53553610041738,0.996192753314972,0.8036852478981021,0.731159746646881,0.381498634815216,0.039864215999842,1.49044156074524,0.0,0.0,0.0
25,25,Algeria,2017,5.248912334,9.540244102,0.8067538740000001,65.69918823,0.436670482,0.06943664699792901,0.699774206,0.641979635,0.288710028,,,,2.0397646430000003,0.388607115,,0.276,0.527555764,33.0,0.0,0.0,13879.055,53,5.8720002174377415,,5.978286433666941,5.76571400120854,1.09186446666718,1.1462174654007,0.6175846457481379,0.233335807919502,0.14609611034393302,2.5676038265228303,0.0,0.0,0.0
41,41,Argentina,2017,6.039330006,9.843519211,0.906699121,67.53870392,0.8319661620000001,0.109457060694695,0.841052473,0.809422612,0.291717261,0.305430293,,,2.4093289380000003,0.398939759,,0.4760666670000001,0.394175798,39.0,0.0,0.0,19015.03,24,6.59899997711182,,6.690085086077452,6.50791486814618,1.18529546260834,1.44045114517212,0.695137083530426,0.4945192039012911,0.059739887714385986,2.61400532722473,0.0,0.0,0.0
53,53,Armenia,2017,4.287736416,9.034710883999999,0.6979249120000001,65.12568665,0.613697052,0.083488091826439,0.86468333,0.6250138279999999,0.43714875,0.246900991,,,2.325378895,0.54233253,,0.325066667,0.478876591,35.0,0.0,0.0,8613.103,121,4.37599992752075,,4.46673461228609,4.28526524275541,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.02667442150414,1.5214991569519,0.0,0.0,0.0
64,64,Australia,2017,7.25703764,10.71182728,0.949957848,72.78334045,0.910550177,0.477699249982834,0.411346525,0.7800788879999999,0.225360975,0.45340696,,,1.745698929,0.240552559,,0.34275,0.428340912,77.0,0.0,0.0,45847.293,10,7.28399991989136,,7.35665122494102,7.211348614841699,1.4844149351120002,1.5100419521331798,0.84388679265976,0.601607382297516,0.301183730363846,2.06521081924438,0.0,0.0,0.0
74,74,Austria,2017,7.293727875,10.71622562,0.906217813,72.35971069,0.8900305629999999,0.316472321748734,0.518303812,0.747568727,0.18026872,0.43590793,,,1.561061978,0.214028001,,0.303818182,0.322941631,75.0,0.0,0.0,45423.746,13,7.00600004196167,,7.07066981211305,6.94133027181029,1.48709726333618,1.4599449634552,0.8153284192085269,0.567766189575195,0.22106036543846105,2.1385064125061004,0.0,0.0,0.0
86,86,Azerbaijan,2017,5.152279377,9.65392971,0.7870393990000001,63.07531357,0.731030464,0.045269340276718,0.652539015,0.592359245,0.19831866,0.7665834429999999,,,1.673756838,0.32485753300000003,,0.228833333,0.313743263,31.0,0.0,0.0,15933.207,85,5.2340002059936515,,5.29928653523326,5.168713876754049,1.1536017656326298,1.15240025520325,0.5407757759094239,0.3981558382511141,0.180987507104874,1.7624816894531203,0.0,0.0,0.0
95,95,Bahrain,2017,6.227320671,10.68671322,0.8757471440000001,66.12399292,0.905858517,0.17266848683357194,,0.8135705590000001,0.289759517,,,,2.215525627,0.355775088,,,0.446609318,36.0,0.0,0.0,44181.396,41,6.08699989318848,,6.17898906782269,5.9950107185542585,1.48841226100922,1.3231104612350502,0.653133034706116,0.536746919155121,0.257042169570923,1.65614938735962,0.0,0.0,0.0
107,107,Bangladesh,2017,4.309771061,8.163092613,0.7125527859999999,62.50415421,0.896217167,0.17225535213947304,0.635014474,0.568827093,0.21350576,0.876646459,,,1.865365982,0.432822526,,0.329,0.53275013,28.0,0.0,0.0,3835.467,110,4.60799980163574,,4.68982165828347,4.52617794498801,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.123717859387398,1.9787361621856696,0.0,0.0,0.0
119,119,Belarus,2017,5.552915096,9.719829558999999,0.9002557990000001,66.60596466,0.620979249,0.15513750910759,0.6541134120000001,0.540905774,0.232768074,0.447916299,,,1.6625636819999998,0.299403757,,0.281875,0.28325021300000003,44.0,0.0,0.0,17243.475,67,5.5689997673034695,,5.64611424401402,5.49188529059291,1.15655755996704,1.4449452161788898,0.6377142667770389,0.295400261878967,0.156313821673393,1.72323298454285,0.0,0.0,0.0
130,130,Belgium,2017,6.928347587999999,10.65765381,0.921639085,72.14292908,0.856801987,0.23150333762168895,0.5430460570000001,0.786367595,0.233597696,0.449731916,,,1.510013223,0.217947096,,0.28518181800000003,0.35437384200000005,75.0,0.0,0.0,42403.642,17,6.89099979400635,,6.95582075044513,6.8261788375675705,1.46378076076508,1.4623126983642598,0.8180918693542479,0.5397707223892211,0.251343131065369,2.12421035766602,0.0,0.0,0.0
141,141,Benin,2017,4.853180885,7.632502556,0.435878992,51.79475021,0.72680825,0.207948461174965,0.767234623,0.614722311,0.457920343,0.615089297,,,2.998126507,0.617765248,,0.432666667,0.5770696999999999,39.0,0.0,0.0,2074.044,143,3.65700006484985,,3.74578355133533,3.56821657836437,0.43108540773391707,0.435299843549728,0.20993021130561804,0.42596277594566295,0.06092901527881599,1.88563096523285,0.0,0.0,0.0
156,156,Bolivia,2017,5.65055275,8.832608223,0.778661788,60.34379578,0.883904934,0.22556072473526,0.819261968,0.698195398,0.43394354,0.427632958,,,2.250484228,0.398276836,,0.531642857,0.40588659,33.0,0.0,0.0,6874.301,58,5.82299995422363,,5.9039769025147,5.7420230059325705,0.833756566047668,1.22761905193329,0.4736302495002751,0.5587329268455511,0.06047772616148001,2.44327902793884,0.0,0.0,0.0
166,166,Bosnia and Herzegovina,2017,5.089902401,9.371712685,0.775295258,67.99448395,0.5637986660000001,0.328867495059967,0.923343062,0.5973416570000001,0.270745516,0.126379713,,,2.281006575,0.448143482,,0.32725,0.486203879,38.0,0.0,0.0,11589.63,90,5.18200016021729,,5.27633568674326,5.0876646336913085,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.0,1.89217257499695,0.0,0.0,0.0
176,176,Botswana,2017,3.504881144,9.6836586,0.7682586309999999,58.01321411,0.8173080090000001,0.099348448216915,0.731441498,0.6563964489999999,0.276252508,0.770821095,,,2.669425488,0.761630833,,0.626,0.637864351,61.0,0.0,0.0,16238.992,142,3.7660000324249294,,3.87412266626954,3.65787739858031,1.12209415435791,1.22155499458313,0.34175550937652605,0.505196332931519,0.098583199083805,0.3779137134552,0.0,0.0,0.0
