,Unnamed: 0,country,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate),"GINI index (World Bank estimate), average 2000-15","gini of household income reported in Gallup, by wp5-year",CPI,Crime Index,Safety Index,GDP,Happiness Rank,Happiness Score,Standard Error,Lower Confidence Interval,Upper Confidence Interval,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Dystopia Residual,underFiveMortality,Life expectancy at birth (years),Life expectancy at age 60 (years)
129,129,Belgium,2016,6.948936462000001,10.64682102,0.928964078,72.14292908,0.865759015,0.2424,0.4966591,0.764590085,0.259653389,0.419177502,0.91794914,1.4181997780000002,1.497023702,0.215432063,,0.28518181800000003,0.34862980200000004,77.0,45.19,54.81,41841.729,18,6.9289999999999985,,6.8610000000000015,6.997000000000001,1.42539,1.05249,0.8195899999999999,0.51354,0.26248,2.61355,3.9,0.0,0.0
140,140,Benin,2016,4.007357597,7.605870724,0.4928158520000001,51.56885147,0.7797952290000001,0.2018,0.837715745,0.608236969,0.4557676020000001,0.63744539,0.275336444,-0.557726622,2.191754103,0.546932518,,0.432666667,0.464345634,36.0,0.0,0.0,2016.592,153,3.484,,3.404,3.564,0.39499,0.10419,0.21028,0.39747,0.06681000000000001,2.10812,97.6,0.0,0.0
155,155,Bolivia,2016,5.769723415,8.811049461,0.7959587570000001,59.99718094,0.8817487359999999,0.21698,0.852592945,0.783008873,0.376412243,0.40174228,-0.097718753,-0.8520423770000001,2.050573111,0.355402321,,0.531642857,0.430949569,33.0,56.56,43.44,6702.774,59,5.822,,5.74,5.904,0.79422,0.8377899999999999,0.4697,0.50961,0.07746,2.91635,0.0,0.0,0.0
165,165,Bosnia and Herzegovina,2016,5.180865288,9.334980965,0.8077051040000001,67.83840942,0.633453727,0.29889,0.957311988,0.640764356,0.304080278,0.212188497,-0.27105844,-0.341164827,2.216048717,0.427737176,,0.32725,0.398743331,39.0,0.0,0.0,11253.493,87,5.1629999999999985,,5.063,5.263,0.93383,0.64367,0.7076600000000001,0.09511,0.0,2.48406,6.0,0.0,0.0
175,175,Botswana,2016,3.4989366530000003,9.662895203,0.768302798,57.10989761,0.851694882,0.12425,0.729171813,0.68566674,0.251836598,0.803130805,0.758626878,0.622945905,2.685791492,0.767602205,,0.626,0.658420265,60.0,0.0,0.0,16083.215,137,3.974,,3.875,4.073,1.09426,0.89186,0.34752,0.44089,0.10769,0.96741,40.6,0.0,0.0
187,187,Brazil,2016,6.374817371000002,9.548503876,0.912455142,65.2454071,0.806571543,0.15775999999999998,0.781092763,0.763112426,0.30208382,0.264140248,0.010510072,-0.226890311,2.518039227,0.394997865,,0.550214286,0.450316846,40.0,71.23,28.77,14182.142,17,6.952000000000001,,6.875,7.029,1.08754,1.03938,0.61415,0.40425,0.14165999999999998,3.5073300000000005,15.1,0.0,0.0
196,196,Bulgaria,2016,4.837560654,9.786640167,0.92603606,66.4154892,0.700265527,0.12793,0.935988188,0.62185514,0.171699852,0.221241772,0.231031746,0.187336802,1.917592525,0.396396577,,0.35466666700000005,0.353391379,41.0,41.42,58.58,18965.573,129,4.217,,4.104,4.33,1.11306,0.92542,0.67806,0.21219,0.00615,1.15377,7.6,0.0,0.0
207,207,Burkina Faso,2016,4.205634594,7.4037833210000015,0.764401138,51.99484634,0.644681513,0.24353,0.7205424309999999,0.616066873,0.33730018100000003,0.6637113689999999,-0.453631699,-0.378775179,1.966713428,0.467637748,,0.394666667,0.559157968,42.0,0.0,0.0,1662.359,145,3.739,,3.647,3.831,0.31995,0.63054,0.21297,0.3337,0.12533,1.87319,84.6,0.0,0.0
223,223,Cambodia,2016,4.461259365,8.150504112,0.7459012270000001,58.32095718,0.957821488,0.40339,0.840416849,0.838551998,0.398200303,0.739886224,-0.482522547,-0.888280451,2.560576439,0.573958218,,,0.548649073,21.0,48.17,51.83,3468.642,140,3.907,,3.798,4.016,0.55604,0.5375,0.42494,0.5885199999999999,0.08092,1.3157299999999998,30.6,0.0,0.0
235,235,Cameroon,2016,4.816232203999999,8.115765572,0.659299791,49.73761749,0.71250701,0.2268,0.87945056,0.661523461,0.367093384,0.621221066,-0.988149583,-0.926232636,2.363250971,0.490684599,,0.438,0.559192836,26.0,0.0,0.0,3312.055,114,4.513,,4.417,4.609,0.5249699999999999,0.62542,0.12697999999999998,0.42736,0.06126,2.5198,79.7,0.0,0.0
247,247,Canada,2016,7.244845867,10.670993800000002,0.924392521,72.26780701,0.912423909,0.44834,0.385090441,0.824586391,0.237422869,0.618195295,1.310352206,1.838850021,1.776463032,0.245203704,,0.3368,0.606446326,82.0,39.2,60.8,43215.396,6,7.404,,7.335,7.473,1.44015,1.0961,0.8276,0.5737,0.31329,2.70485,4.9,0.0,0.0
251,251,Central African Republic,2016,2.693061113,6.473706245,0.29018417,43.98196793,0.624056518,0.0,0.859073043,0.578653812,0.49426806,0.7487545609999999,-1.433270812,-1.578397632,2.2508873940000003,0.835810006,,0.499,0.660534203,20.0,0.0,0.0,604.34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.6,0.0,0.0
263,263,Chad,2016,4.029350281,7.520730019,0.616204858,45.66236115,0.5252221229999999,0.18667,0.8197888729999999,0.582458258,0.467566758,0.513021767,-1.275645733,-1.3889201880000002,2.435532808,0.60444802,,0.4155,0.50333178,20.0,0.0,0.0,2265.303,144,3.763,,3.672,3.854,0.42214,0.63178,0.03824,0.12807000000000002,0.04952,2.3063700000000003,127.3,0.0,0.0
275,275,Chile,2016,6.579056262999999,10.03041649,0.841388166,69.43727112,0.652289748,0.31595,0.858124971,0.8692288990000001,0.283042103,0.203538865,0.7551908490000001,1.157341003,1.986255407,0.301905811,,0.491571429,0.48013857,66.0,42.0,58.0,22258.902,24,6.705,,6.615,6.795,1.2167,0.90587,0.8188300000000001,0.37789,0.11451,2.95505,8.3,0.0,0.0
287,287,China,2016,5.32495594,9.57494545,0.741703033,69.15781403,,0.04959,,0.826144397,0.145625159,,-1.06862545,-0.095582724,1.99633801,0.374902248,,0.425,0.538626552,40.0,32.08,67.92,14277.334,83,5.245,,5.199,5.291,1.0278,0.79381,0.73561,0.44012,0.02745,2.17087,9.9,0.0,0.0
299,299,Colombia,2016,6.233715057,9.482222557,0.88190037,63.98321533,0.834966123,0.15625999999999998,0.8975538609999999,0.793531477,0.294222772,0.261251181,-0.432327121,-0.05722064900000001,2.56872344,0.41206944,,0.5525,0.558657408,37.0,48.51,51.49,13109.525,31,6.481,,6.384,6.5779999999999985,1.03032,1.02169,0.59659,0.44735,0.05399,3.17471,15.3,0.0,0.0
311,311,Congo (Brazzaville),2016,4.119493484,8.575725555,0.615449011,54.80181885,0.785906553,0.12077,0.790385723,0.610304952,0.30366671100000003,0.483075261,-0.8629368540000001,-1.127766609,2.678600073,0.65022558,,0.481,0.484639436,0.0,0.0,0.0,0,127,4.2360000000000015,,4.107,4.365,0.7710899999999999,0.47799,0.28212,0.37938,0.09753,2.10681,0.0,0.0,0.0
319,319,Congo (Kinshasa),2016,4.521935463,6.611898899,0.864154518,50.42893219,0.6373667120000001,0.25458000000000003,0.874999642,0.6462694999999999,0.222411484,0.281824946,-1.79395628,-1.4439677,1.629728436,0.360405058,,0.4215,0.464596361,0.0,0.0,0.0,0,125,4.272,,4.191,4.353,0.05661,0.80676,0.188,0.15602,0.06075,2.7492400000000004,0.0,0.0,0.0
331,331,Costa Rica,2016,7.135617732999999,9.642219543,0.900701284,69.6995697,0.872971952,0.22553,0.780562043,0.87358439,0.281422287,0.279027581,0.940237939,0.482191563,2.143647194,0.300415069,,0.4913125,0.503161848,58.0,57.56,42.44,15075.424,14,7.0870000000000015,,6.999,7.175,1.06879,1.02152,0.76146,0.55225,0.10547,3.3516800000000004,8.8,0.0,0.0
341,341,Croatia,2016,5.416875362000001,9.978000641,0.798332155,67.19199371,0.671970546,0.18434,0.884059787,0.613685668,0.336541265,0.30339098,0.596550703,0.368032664,1.933725119,0.356981665,,0.323333333,0.357812405,49.0,29.51,70.49,21536.952,74,5.488,,5.402,5.574,1.18649,0.6080899999999999,0.70524,0.23907,0.04002,2.52462,4.7,0.0,0.0
352,352,Cyprus,2016,5.794618607,10.34802914,0.786438465,72.6102829,0.7562209959999999,0.27906,0.897639513,0.742049396,0.336344689,0.333909512,0.8267133240000001,0.895346284,2.420550823,0.417723924,,0.32490909100000004,0.398189485,55.0,30.19,69.81,32658.142,69,5.546,,5.442,5.65,1.31857,0.70697,0.8488,0.29507,0.052279999999999986,2.04497,2.6,0.0,0.0
362,362,Czech Republic,2016,6.735627173999998,10.35305977,0.930592895,70.87710571,0.8503282670000001,0.09929,0.900430739,0.755701959,0.201041639,0.415120721,1.019347548,0.910852969,1.682170749,0.249742255,,0.264727273,0.29053387,55.0,32.06,67.94,31090.133,27,6.596,,6.515,6.6770000000000005,1.30915,1.00793,0.76376,0.41418,0.03986,2.96211,0.0,0.0,0.0
374,374,Denmark,2016,7.55778265,10.73566341,0.954451501,71.3125,0.948230565,0.36171,0.209893376,0.836115718,0.207583427,0.467660695,1.161069393,1.900531411,1.611469865,0.213219926,,0.267090909,0.50498873,90.0,25.67,74.33,44822.485,1,7.526,,7.46,7.592,1.4417799999999998,1.16374,0.79504,0.5794100000000001,0.44453,2.73939,4.4,0.0,0.0
390,390,Dominican Republic,2016,5.238698483,9.553850173999999,0.8947534559999999,63.335289,0.872712433,0.21286,0.737182975,0.7599455709999999,0.278095126,0.5494248270000001,0.238922775,-0.34492737100000004,3.1120915410000003,0.594058156,,0.4886875,0.484080136,31.0,63.25,36.75,14901.768,89,5.155,,5.037,5.273,1.02787,0.99496,0.5766899999999999,0.52259,0.12372,1.69626,30.7,0.0,0.0
402,402,Ecuador,2016,6.115437507999999,9.251891136000001,0.842352092,67.14689636,0.846336305,0.10074,0.7740841509999999,0.8463540079999999,0.365246594,0.474427789,-0.172825217,-0.704167545,2.426242828,0.396740675,,0.505928571,0.387520909,31.0,52.95,47.05,10333.66,51,5.976,,5.88,6.072,0.97306,0.85974,0.68613,0.4027,0.18037,2.77366,20.9,0.0,0.0
414,414,Egypt,2016,4.556740761,9.24176693,0.809218585,61.41390228,0.655845225,0.12705999999999998,0.817527413,0.611369669,0.37049821,0.619130909,-1.322574735,-0.654946685,2.055170298,0.451017618,,0.3122,0.362563461,34.0,56.53,43.47,11637.671,120,4.362,,4.259,4.465,0.95395,0.49813,0.5211600000000001,0.18847,0.10393,1.96895,22.8,0.0,0.0
426,426,El Salvador,2016,6.139824867000001,8.985945702,0.793659985,64.09453583,0.799847007,0.08877,0.797312021,0.761255682,0.345736474,0.251704782,0.109323271,-0.364584833,2.598125935,0.423159629,,0.4611875,0.457764566,36.0,72.04,27.96,7995.959,46,6.068,,5.9670000000000005,6.169,0.8737,0.80975,0.596,0.37269,0.10613,3.22134,15.0,0.0,0.0
437,437,Estonia,2016,5.649675369,10.24334908,0.937715113,67.19949341,0.842770696,0.08423,0.6390852929999999,0.72625488,0.176869258,0.33983430299999995,0.946931064,1.317937613,1.753086329,0.310298592,,0.333,0.343596786,70.0,24.67,75.33,27525.243,72,5.517,,5.437,5.597,1.27964,1.0516299999999998,0.68098,0.41511,0.18519,1.81985,2.9,0.0,0.0
443,443,Ethiopia,2016,4.297848701,7.382928848,0.7187187079999999,56.29738235,0.744307697,0.29522,0.7028808590000001,0.727070868,0.25394052300000003,0.748945594,-1.507640004,-0.643243372,1.808982134,0.4209041,,0.315,0.520988226,34.0,34.19,65.81,1803.784,115,4.508,,4.425,4.591,0.29283000000000003,0.37932,0.34578000000000003,0.36703,0.1717,2.65614,58.4,0.0,0.0
453,453,Finland,2016,7.659843445,10.58463955,0.953940451,71.51737213,0.948372185,0.25492,0.249659568,0.797325075,0.181998447,0.485727251,1.223631263,1.99170208,1.479018688,0.193087325,,0.275909091,0.3948212270000001,89.0,28.12,71.88,39323.138,5,7.4129999999999985,,7.351,7.475,1.40598,1.13464,0.81091,0.57104,0.41004,2.82596,2.3,0.0,0.0
465,465,France,2016,6.475208759,10.54688931,0.884922922,72.58893585,0.786780477,0.1216,0.622697055,0.772661328,0.27003625,0.283978164,0.5061739679999999,1.312436581,1.801529646,0.278219551,,0.3203,0.340985149,69.0,44.06,55.94,39284.885,32,6.478,,6.397,6.559,1.39488,1.00508,0.83795,0.46562,0.17808,2.4744,3.9,0.0,0.0
472,472,Gabon,2016,4.831764221,9.728300095,0.780048966,56.71354675,0.698942363,0.06244,0.816563547,0.640116572,0.432404667,0.378069758,-0.516067624,-0.730402172,2.214463711,0.458313704,,0.422,0.55723691,35.0,0.0,0.0,17634.255,134,4.121,,4.03,4.212,1.15851,0.72368,0.3494,0.28098,0.09314,1.4533200000000002,47.4,0.0,0.0
484,484,Georgia,2016,4.448386192,9.135268211,0.533412278,64.2196579,0.606468379,0.06786,0.5609240529999999,0.563896,0.223224476,0.344541132,-0.034774855,0.640127957,1.960208535,0.440656096,,0.4034375,0.4409917,57.0,22.16,77.84,9322.123,126,4.252,,4.164,4.34,0.8379200000000001,0.19249,0.64035,0.32461,0.3188,1.87031,10.7,0.0,0.0
496,496,Germany,2016,6.873763084,10.69784451,0.906029284,71.07910156,0.8705150490000001,0.30452,0.445922136,0.7377459409999999,0.187254936,0.5526135560000001,1.043180943,1.748804927,1.775906086,0.258360088,,0.311571429,0.354512513,81.0,32.95,67.05,45002.031,16,6.994,,6.93,7.058,1.44787,1.09774,0.81487,0.53466,0.28551,2.50931,3.8,0.0,0.0
508,508,Ghana,2016,4.514411449,8.289088249,0.647303164,54.61029434,0.75116837,0.21203,0.893955231,0.668263912,0.304909706,0.516604602,0.240180761,-0.151163995,2.737042665,0.606290042,,0.425,0.543426812,43.0,49.01,50.99,4074.24,124,4.276,,4.185,4.367,0.63107,0.49353,0.29681,0.40973,0.0326,2.2002,58.8,0.0,0.0
519,519,Greece,2016,5.302619457,10.09730911,0.802605867,71.647789,0.481616855,0.0,0.898470819,0.700504363,0.336207509,0.13248655199999998,0.257411957,0.125827178,2.317297935,0.43701005,,0.346909091,0.317848623,44.0,38.46,61.54,24891.919,99,5.033,,4.935,5.131,1.24886,0.75473,0.80029,0.058220000000000015,0.04127,2.12944,3.8,0.0,0.0
531,531,Guatemala,2016,6.358916282999999,8.904734612,0.811235487,63.14004898,0.862675726,0.28808,0.812030017,0.8461225029999999,0.32135719100000004,0.468962193,-0.422242403,-0.646931469,2.6994218830000003,0.424509734,,0.52675,0.48915869,28.0,63.54,36.46,7366.756,39,6.324,,6.212999999999999,6.435,0.83454,0.8711899999999999,0.5403899999999999,0.50379,0.08701,3.19863,28.5,0.0,0.0
538,538,Guinea,2016,3.602854729,7.508424758999999,0.675447047,50.66684341,0.7256851790000001,0.29914,0.802781165,0.686984658,0.374393791,0.465695828,-0.569726825,-1.026624203,2.118486643,0.588002264,,0.387,0.520185173,27.0,0.0,0.0,1786.191,151,3.607,,3.533,3.681,0.22415,0.3109,0.18829,0.30953,0.1192,2.15604,89.0,0.0,0.0
549,549,Haiti,2016,3.352300167,7.410928726,0.58374244,53.09737778,0.303540409,0.47958,0.838523149,0.5527740720000001,0.367341012,0.146064624,-0.7020208840000001,-1.410874009,2.188143969,0.652729154,,0.409,0.6137102839999999,20.0,0.0,0.0,1654.069,136,4.0280000000000005,,3.893,4.163,0.34097,0.29561,0.27494,0.12072,0.14476,2.37116,67.0,0.0,0.0
561,561,Honduras,2016,5.648154736,8.387600899,0.7739099859999999,63.58427429,0.8500466940000001,0.2044,0.7928751709999999,0.8323967459999999,0.296846688,0.389274508,-0.3953894670000001,-0.761657715,2.970618963,0.525945067,,0.5556,0.529477537,30.0,76.43,23.57,4903.308,104,4.871,,4.75,4.992,0.69429,0.7559600000000001,0.5838300000000001,0.26755,0.06906,2.29551,18.7,0.0,0.0
570,570,Hong Kong S.A.R. of China,2016,5.498420715,10.90189648,0.83207792,76.26802826,0.799743414,0.0,0.40281257,0.664092779,0.213114589,0.449610382,0.55514127,1.821865916,1.819238186,0.330865592,,,0.5132289529999999,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,581,Hungary,2016,5.448901652999999,10.15244865,0.899511576,67.01950836,0.55395174,0.099,0.924185812,0.66591078,0.24332577,0.30377233,0.542590141,0.411992431,1.845377684,0.338669658,,0.296818182,0.301498115,48.0,41.93,58.07,25749.985,91,5.145,,5.056,5.234,1.24142,0.93164,0.67608,0.1977,0.04472,1.95473,5.2,0.0,0.0
587,587,Iceland,2016,7.510034561,10.72054195,0.984940052,72.75598145,0.951609552,0.47678,0.719299555,0.873887897,0.158169165,0.363518298,1.33810854,1.545734048,1.571246386,0.20921959,,0.280090909,0.340639085,78.0,29.89,70.11,46068.892,3,7.501,,7.332999999999998,7.669,1.42666,1.18326,0.8673299999999999,0.56624,0.14975,2.83137,2.1,0.0,0.0
599,599,India,2016,4.179177284,8.714838027999999,0.613529384,59.25857925,0.820068777,0.25028,0.764722109,0.69450444,0.345681459,0.732104599,-0.270197809,-0.14469890300000002,1.74134922,0.416672736,,0.35200000000000004,0.393607318,40.0,46.59,53.41,6210.04,118,4.404,,4.351,4.457,0.74036,0.29247,0.45091,0.40285,0.08722,2.18032,43.0,0.0,0.0
611,611,Indonesia,2016,5.136325359,9.284013748,0.7918305990000001,60.43583679,0.82994163,0.56521,0.889677405,0.832811952,0.34157359600000003,0.80088073,-0.117177516,-0.213059276,2.546778202,0.495836616,,0.395,0.413669288,37.0,46.97,53.03,10866.686,79,5.314,,5.237,5.391,0.95104,0.87625,0.49374,0.39237,0.00322,2.03171,26.4,0.0,0.0
621,621,Iran,2016,4.652730942,9.825400352,0.566281199,65.73584747,0.773303747,0.38538,0.7127826209999999,0.686764956,0.52587682,0.7094711659999999,-1.065353274,-0.715637684,2.542438507,0.546440065,,0.4132,0.524211705,29.0,52.37,47.63,0,105,4.813,,4.703,4.923,1.11758,0.38857,0.64232,0.22544,0.0557,1.99817,0.0,0.0,0.0
631,631,Iraq,2016,4.4125370980000005,9.685761452000001,0.7189567090000001,60.86371613,0.666160166,0.19589,0.798866451,0.488692015,0.569758058,0.418604314,-1.643929005,-1.371656775,2.9487881660000004,0.668274999,,0.2905,0.5483731629999999,17.0,51.51,48.49,15966.829,112,4.575,,4.4460000000000015,4.704,1.07474,0.59205,0.51076,0.24856,0.13635999999999998,1.81657,31.2,0.0,0.0
642,642,Ireland,2016,7.04073143,11.05076122,0.958144009,71.57509613,0.874589145,0.44963,0.398544312,0.8092030290000001,0.211063311,0.574739754,1.085432649,1.564082265,1.843073368,0.26177299,,0.325545455,0.36578542,73.0,48.39,51.61,64210.921,19,6.907,,6.836,6.978,1.48341,1.16157,0.81455,0.54008,0.29754,2.15988,3.6,0.0,0.0
654,654,Israel,2016,7.159010887000001,10.39464664,0.8896607759999999,71.95502472,0.772297323,0.32288,0.804056585,0.629189372,0.263090223,0.43813318,-0.027976096,1.185869336,1.66659677,0.232797071,,0.411,0.306069046,64.0,30.63,69.37,32658.02,11,7.267,,7.199,7.335,1.33766,0.99537,0.8491700000000001,0.36432,0.08728,3.31029,3.6,0.0,0.0
666,666,Italy,2016,5.95452404,10.45493507,0.927212834,73.7829895,0.623741627,0.16684000000000002,0.902801216,0.6854228379999999,0.339173585,0.23759909,0.694441795,0.386021525,1.871863604,0.314359903,,0.34127272700000005,0.397048205,47.0,46.22,53.78,34194.592,50,5.977,,5.898,6.056,1.35495,1.04167,0.8510200000000001,0.18827,0.02556,2.34918,3.3,0.0,0.0
672,672,Ivory Coast,2016,4.542545795,8.138788222999999,0.617400765,46.52892685,0.7687893509999999,0.20338,0.757453382,0.70361656,0.378029406,0.714816749,-0.593027055,-0.560975373,2.462603807,0.542119741,,0.4206666670000001,0.550322711,0.0,0.0,0.0,0,139,3.916,,3.826,4.006,0.55507,0.57576,0.04476,0.40663,0.1553,1.97478,0.0,0.0,0.0
689,689,Japan,2016,5.954650879,10.55195904,0.8997738359999999,75.08885193,0.836064637,0.10224,0.697639346,0.76010859,0.192402646,0.362200648,1.004748583,1.537288904,1.898952603,0.318902433,,0.321,0.32905584600000004,72.0,19.34,80.66,38292.863,53,5.921,,5.85,5.992000000000001,1.38007,1.06054,0.91491,0.46761,0.18985,1.80584,2.7,0.0,0.0
701,701,Jordan,2016,5.27128458,9.034749031,0.8199447390000001,64.29154205,0.771350622,0.14262,,0.640657842,0.311913371,,-0.6442906860000001,0.192616478,2.675685644,0.507596493,,0.343,0.369783759,48.0,46.89,53.11,11372.333,80,5.303,,5.187,5.419,0.99673,0.86216,0.60712,0.36023,0.13297,2.20142,17.6,0.0,0.0
713,713,Kazakhstan,2016,5.533551693,10.0623312,0.927810669,63.86470795,0.7828055620000001,0.15011,0.7020166520000001,0.702479124,0.15541473,0.7597261670000001,-0.622102797,-0.345599562,2.01249814,0.363690138,,0.295066667,0.339127779,29.0,45.88,54.12,23336.624,54,5.919,,5.8370000000000015,6.001,1.22943,0.95544,0.57386,0.4052,0.11132,2.49325,11.4,0.0,0.0
725,725,Kenya,2016,4.396127701,7.981255054,0.70592159,58.29753876,0.748508275,0.41328,0.8284115790000001,0.742762327,0.225647658,0.577654064,-0.737279534,-0.510546505,2.43389678,0.553645611,,0.485,0.556292892,26.0,69.49,30.51,3119.37,122,4.356,,4.259,4.453,0.52267,0.7624,0.30147,0.40576,0.06686,1.88326,49.2,0.0,0.0
736,736,Kosovo,2016,5.759412289,9.164076805,0.82380271,62.17642975,0.8273985979999999,0.27992,0.940897942,0.703886986,0.14960672,0.313764572,,,2.297620058,0.398933083,,,0.407474339,36.0,0.0,0.0,9338.343,77,5.401,,5.308,5.494,0.90145,0.66062,0.54,0.14396,0.06547,2.80998,0.0,0.0,0.0
746,746,Kuwait,2016,5.947194576,11.13985634,0.8452220559999999,65.27143097,0.840967178,0.15965,,0.688287258,0.314922988,,-0.420880616,-0.106411517,2.360634089,0.396932393,,,0.538838744,41.0,36.04,63.96,63553.831,41,6.239,,6.154,6.324,1.61714,0.8775799999999999,0.63569,0.43166,0.23669,2.28085,8.4,0.0,0.0
758,758,Kyrgyzstan,2016,4.856534003999999,8.099241257000001,0.914375484,62.67971039,0.813939214,0.38432,0.916922808,0.7781712409999999,0.126099676,0.527570188,-0.572721183,-0.8562623859999999,1.919352412,0.395210326,,0.306375,0.401855767,28.0,0.0,0.0,0,85,5.185,,5.103,5.267,0.5604399999999999,0.95434,0.5544899999999999,0.40212,0.04762,2.28136,21.1,0.0,0.0
