,Unnamed: 0,country,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate),"GINI index (World Bank estimate), average 2000-15","gini of household income reported in Gallup, by wp5-year",CPI,Crime Index,Safety Index,GDP,Happiness Rank,Happiness Score,Standard Error,Lower Confidence Interval,Upper Confidence Interval,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Dystopia Residual,underFiveMortality,Life expectancy at birth (years),Life expectancy at age 60 (years)
101,101,Bangladesh,2011,4.985649109,7.85199213,0.606459022,60.58333969,0.83799535,0.0,0.757002652,0.684993863,0.234981537,0.786452591,-0.859902918,-0.84662044,1.858287334,0.372727275,,0.329,0.426140636,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5 [44.4-48.7],70.3,18.5
113,113,Belarus,2011,5.2253079410000005,9.7507267,0.909887791,62.71436310000001,0.656010866,0.0,0.671938658,0.520889699,0.249455392,,-0.873988688,-1.010501742,1.977775455,0.378499299,0.271,0.281875,0.285031617,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1 [4.9-5.3],70.2,17.7
124,124,Belgium,2011,7.111363888,10.6273756,0.936955452,71.51950836,0.880153596,0.0,0.711043894,0.834544539,0.225056365,0.289129466,1.139849305,1.472870708,1.62850821,0.229000822,0.281,0.28518181800000003,0.447315395,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4 [4.3-4.5],80.3,23.6
135,135,Benin,2011,3.870279551,7.507083416,0.477494389,50.45475388,0.7729187609999999,0.0,0.849472225,0.62582016,0.21867846,0.777150393,0.242373466,-0.537246227,1.6949880119999998,0.437949777,0.434,0.432666667,0.355523527,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.2 [91.8-127.4],59.1,15.6
150,150,Bolivia,2011,5.778874397,8.630255699,0.816782832,58.08169174,0.7816737290000001,0.0,0.8248543140000001,0.760786295,0.361485541,0.334731668,-0.242682144,-0.6941736940000001,1.734692931,0.300178349,0.463,0.531642857,0.371847123,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
160,160,Bosnia and Herzegovina,2011,4.994670868,9.200446129,0.725242853,67.07579041,0.333312094,0.0,0.924784362,0.596072555,0.325734705,,-0.4897749420000001,-0.357607812,2.048555613,0.410148263,0.338,0.32725,0.391971469,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6 [6.3-6.9],76.9,20.3
170,170,Botswana,2011,3.519921064,9.538871765,0.860028088,52.22901917,0.8125140670000001,0.0,0.816158473,0.7393146159999999,0.159782797,0.791794062,0.745215297,0.654412508,1.964174747,0.558016717,,0.626,0.6096081729999999,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.7 [25.5-83.2],62.2,16.9
182,182,Brazil,2011,7.037816525,9.614010811,0.916252911,64.08692932,0.833655775,0.0,0.662166715,0.807466984,0.267524213,0.5028913620000001,0.190550372,0.063088126,2.039300442,0.289763242,0.531,0.550214286,0.410125524,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9 [17.6-20.2],74.1,20.9
191,191,Bulgaria,2011,3.875382423,9.659889221,0.860272288,66.14575195,0.663527906,0.0,0.947978675,0.533738077,0.270931035,0.265244752,0.375915229,0.080465563,1.994312286,0.514610469,0.343,0.35466666700000005,0.368531168,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4 [10.1-10.7],73.7,19.1
202,202,Burkina Faso,2011,4.785367489,7.2948637010000015,0.709528148,49.72510529,0.7245684859999999,0.0,0.706798375,0.578625023,0.204735845,0.632864714,-0.417783469,-0.366347581,1.6094229219999998,0.33632171200000005,,0.394666667,0.454174668,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.6 [97.2-122.7],58.1,15.2
211,211,Burundi,2011,3.705894232,6.648348808,0.422240019,47.41235733,0.489863038,0.0,0.677107692,0.688906729,0.190344945,0.851199687,-1.367416143,-1.100341678,1.745887041,0.47111088,,0.363,0.6464073060000001,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.1 [77.0-102.9],57.4,16.3
218,218,Cambodia,2011,4.161225319,7.885595798,0.715518951,56.67695618,0.927462399,0.0,0.775355637,0.7992312309999999,0.307868689,0.901219606,-0.60927397,-0.932540059,1.331609726,0.320004225,,,0.5260382889999999,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.1 [33.8-49.7],67.0,17.0
230,230,Cameroon,2011,4.433885098,7.995996475,0.737992823,47.8362236,0.816693783,0.0,0.8696156740000001,0.597826481,0.271676332,0.645140469,-0.8474045990000001,-0.979234457,1.940715432,0.437700897,,0.438,0.49091962,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.5 [89.6-117.2],55.6,16.3
242,242,Canada,2011,7.4260535239999985,10.63502026,0.921669245,71.51599884,0.950925291,0.0,0.432991534,0.88138485,0.247728661,0.553290546,1.228660107,1.795956492,1.819455624,0.245009765,,0.3368,0.961435318,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5 [5.4-5.6],81.5,24.5
250,250,Central African Republic,2011,3.677826405,6.815262794,0.387390912,40.68725586,0.780017793,0.0,0.834498882,0.524068475,0.277179927,0.78385824,-1.43844378,-1.177841783,1.707944989,0.464389771,,0.499,0.541746914,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.2 [110.0-191.3],49.8,15.7
258,258,Chad,2011,4.393482208,7.530396937999999,0.81884402,43.78625107,0.540267944,0.0,0.8763836620000001,0.591422617,0.289146483,0.394194484,-1.334058404,-1.2997339959999998,1.74170661,0.396429658,0.433,0.4155,0.495086312,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.7 [131.1-161.8],51.6,15.7
270,270,Chile,2011,6.526334763,9.925136566,0.819078863,68.64616394,0.700734138,0.0,0.7527555229999999,0.803743482,0.316876173,0.322867334,0.763231277,1.4002584219999998,2.067713022,0.316826075,0.476,0.491571429,0.495457828,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6 [8.3-8.8],79.8,23.9
282,282,China,2011,5.037207603,9.248056412,0.787171185,68.41147614,0.8241623640000001,0.0,,0.820073843,0.133503452,,-1.11983192,-0.276294053,1.880536795,0.373329222,,0.425,0.486982495,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6 [13.7-15.5],75.2,19.4
294,294,Colombia,2011,6.463952541,9.349796295,0.904147327,63.22998428,0.810907423,0.0,0.847268522,0.831615269,0.28595885600000004,0.445631891,-0.672184885,-0.03662632,2.365248442,0.365913659,0.542,0.5525,0.458029389,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0 [15.6-20.7],74.2,21.3
303,303,Comoros,2011,3.838485956,7.254610538,0.7218327520000001,53.192173,0.499673873,0.0,0.731508493,0.6666200760000001,0.173323005,0.441241771,-0.463344038,-1.22884655,1.353431702,0.35259518,,0.5045,0.401081562,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.5 [52.5-142.7],62.2,16.1
306,306,Congo (Brazzaville),2011,4.509824276,8.559092522,0.637117505,51.99173355,0.744807184,0.0,0.832713723,0.621049702,0.28787604,0.468380183,-0.731149077,-1.195615888,1.960113525,0.434631914,0.489,0.481,0.47116214,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
314,314,Congo (Kinshasa),2011,4.516963959,6.445491791,0.7439466709999999,48.55329895,0.6311085820000001,0.0,0.8564949040000001,0.61680603,0.208352298,0.350868344,-1.849072695,-1.5616894959999998,1.587968469,0.351556599,,0.4215,0.51291126,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
326,326,Costa Rica,2011,7.228888512,9.502802849,0.89204818,68.90194702,0.926105797,0.0,0.836583257,0.875645041,0.26922521,0.32253301100000004,0.781069398,0.472042799,2.202579498,0.304691315,0.486,0.4913125,0.517536998,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1 [9.7-10.4],79.0,23.6
336,336,Croatia,2011,5.385372639,9.938097,0.789738715,66.93258667,0.5169324279999999,0.0,0.976777494,0.59750998,0.272979707,,0.572414756,0.34502971200000004,2.011208296,0.373457581,0.32299999999999995,0.323333333,0.33498314,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3 [5.1-5.5],77.0,20.8
347,347,Cyprus,2011,6.689608574,10.41007519,0.8436545129999999,71.80979919,0.745468855,0.0,0.8406764859999999,0.763074279,0.272299588,0.399997503,0.8307837840000001,1.184861422,2.202466965,0.329237044,0.326,0.32490909100000004,0.526920259,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4 [3.1-3.7],79.7,21.9
357,357,Czech Republic,2011,6.331490992999999,10.26804066,0.91351074,68.88780212,0.787180007,0.0,0.949787855,0.600925982,0.252808869,0.206286699,1.065890908,0.877707362,1.932131648,0.305162191,0.264,0.264727273,0.269167125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
369,369,Denmark,2011,7.78823185,10.70107079,0.961736143,69.82499695,0.934760153,0.0,0.220043078,0.7694360020000001,0.174883381,0.471823335,1.325999975,2.083353519,1.500663996,0.192683533,0.275,0.267090909,0.61589241,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1 [3.9-4.2],79.7,22.7
379,379,Djibouti,2011,4.369193554,7.90300703,0.6329732539999999,51.87604141,0.746439457,0.0,0.518930137,0.579302847,0.180592626,0.678491235,-0.616717458,-0.675337195,2.378350019,0.5443453189999999,,0.430666667,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4 [57.2-97.5],61.8,17.4
385,385,Dominican Republic,2011,5.396535397,9.334405899,0.872086227,62.52114868,0.847975314,0.0,0.788254738,0.80884105,0.299839288,0.410130858,0.044975717000000005,-0.592909813,3.001254082,0.556144595,0.474,0.4886875,0.685581088,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9 [28.8-40.0],73.1,21.6
397,397,Ecuador,2011,5.795088291,9.203003883,0.818051338,66.20195007,0.7883057,0.0,0.7015956640000001,0.861699998,0.27068767,0.593581021,-0.489961177,-0.8816601040000001,2.303764343,0.39753741,0.462,0.505928571,0.321812719,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4 [17.4-34.6],75.3,22.5
409,409,Egypt,2011,4.174158573,9.192565918,0.753394485,60.60041046,0.589537799,0.0,0.858596265,0.528634012,0.353416979,0.63178885,-1.288520217,-0.514961481,2.060873747,0.493721962,,0.3122,0.390177876,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9 [24.6-31.5],70.4,17.4
421,421,El Salvador,2011,4.741294861,8.913016319,0.731277883,62.96083832,0.747246385,0.0,0.7065528040000001,0.875323594,0.33632153299999995,0.490076542,0.077475488,-0.153904423,2.583855629,0.5449683670000001,0.424,0.4611875,0.400776029,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3 [14.5-23.4],72.0,21.3
432,432,Estonia,2011,5.486819744,10.10818481,0.908712626,66.32936096,0.7352253790000001,0.0,0.68678391,0.651386082,0.205158427,0.417540222,0.872383595,1.176006198,1.951516151,0.35567346200000005,0.325,0.333,0.381159127,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2 [3.9-4.5],76.1,21.3
448,448,Finland,2011,7.3542251589999985,10.6135788,0.937856853,70.53607178,0.936448395,0.0,0.319593191,0.772944152,0.20523864,0.565402389,1.450511217,2.052244186,1.613047361,0.219336137,0.276,0.275909091,0.458035171,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9 [2.8-3.0],80.3,23.6
460,460,France,2011,6.959185122999999,10.53095627,0.92128557,72.1006546,0.903366625,0.0,0.626624525,0.780809402,0.28099477300000003,0.375089258,0.886830628,1.374962091,1.681088209,0.241563946,0.333,0.3203,0.450647593,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2 [4.1-4.3],81.7,25.2
467,467,Gabon,2011,4.255400658,9.673666954,0.652701557,54.41887283,0.771871924,0.0,0.850830913,0.591380835,0.263955116,0.534545362,-0.260154217,-0.672225416,1.943462014,0.456704825,,0.422,0.637170076,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0 [48.8-75.1],62.8,17.9
479,479,Georgia,2011,4.2030305860000015,8.897694588,0.502937376,63.71420670000001,0.632464528,0.0,0.35334640700000003,0.514920652,0.246770427,0.6573436260000001,-0.41482541,0.302998662,1.958634377,0.466005266,0.416,0.4034375,0.473758221,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3 [14.0-16.5],73.9,19.2
491,491,Germany,2011,6.6213121410000015,10.6617794,0.947236657,70.50614166,0.906293273,0.0,0.677172124,0.7936662440000001,0.165199533,0.4245831370000001,1.095714569,1.617307305,1.850586772,0.279489428,0.3,0.311571429,0.434343398,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1 [4.0-4.2],80.5,23.3
503,503,Ghana,2011,5.608199596,8.13284111,0.724297225,53.32132339,0.851896167,0.0,0.790444314,0.743967116,0.209212631,0.683400929,0.325884968,0.010957526,2.597171307,0.46310252,,0.425,0.552934766,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.7 [63.1-81.9],61.2,15.8
514,514,Greece,2011,5.372039795,10.17127228,0.85155499,70.76483154,0.5281259420000001,0.0,0.941152513,0.591371894,0.322790802,0.17515121399999994,0.360879898,0.370681077,2.212227583,0.41180402,0.348,0.346909091,0.325478792,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9 [3.8-4.0],80.5,23.6
526,526,Guatemala,2011,5.743353844,8.831199646,0.768112421,61.79234695,0.7629631159999999,0.0,0.8630393740000001,0.844493687,0.28935790100000003,0.355844259,-0.5280529860000001,-0.598914325,2.548027515,0.44364801,0.523,0.52675,0.435575217,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1 [30.2-38.6],71.1,21.0
533,533,Guinea,2011,4.044569492,7.393615246,0.598465562,48.37538528,0.796830237,0.0,0.7432562709999999,0.700549304,0.260133177,0.768311977,-1.137896419,-1.169447541,1.7353841069999998,0.429065228,,0.387,0.452601314,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.6 [92.8-119.8],58.1,16.7
544,544,Haiti,2011,4.844573975,7.353900909,0.5670390129999999,51.71084976,0.412587792,0.0,0.6819601059999999,0.6252401470000001,0.244855642,0.45666796,-0.869595647,-1.33922708,1.731061816,0.357319713,,0.409,0.499585599,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2 [67.2-89.6],62.3,17.6
556,556,Honduras,2011,4.961031437,8.305502892,0.76570183,62.76564789,0.7833690640000001,0.0,0.883963168,0.815691471,0.307470977,0.293331981,-0.42954585,-0.599600971,2.666193485,0.537427247,0.574,0.5556,0.480978787,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5 [19.3-26.0],73.9,21.9
567,567,Hong Kong S.A.R. of China,2011,5.474010944,10.82149601,0.846060157,75.22769165,0.8943301440000001,0.0,0.244886592,0.733887315,0.195711568,0.584562063,0.76178205,1.709979177,1.936591029,0.353779167,,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
576,576,Hungary,2011,4.917602539,10.03632164,0.893662214,65.87551117,0.631100118,0.0,0.939908028,0.642114282,0.304519564,0.35979417,0.790113568,0.717952192,2.09452486,0.425923973,0.289,0.296818182,0.320391357,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8 [5.6-6.1],74.8,19.8
594,594,India,2011,4.634871483,8.441580772,0.552593112,57.89097977,0.837551653,0.0,0.907793522,0.6481671929999999,0.231594488,0.5803536770000001,-0.445488364,-0.241387933,1.788021326,0.385775805,0.35200000000000004,0.35200000000000004,0.417843133,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.9 [53.1-58.8],66.8,17.5
606,606,Indonesia,2011,5.172608376,9.086795807,0.82497704,59.67492676,0.8782871959999999,0.0,0.962294877,0.8638148309999999,0.273416042,0.739044189,-0.389322609,-0.476560801,1.43522644,0.277466685,,0.395,0.384161025,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9 [28.6-35.6],68.3,16.4
616,616,Iran,2011,4.767507076,9.808743477,0.582237065,64.34128571,0.7975736859999999,0.0,0.664581537,0.578113675,0.359067976,0.8035792709999999,-1.502441883,-0.947962582,2.448979855,0.5136814120000001,,0.4132,0.539592624,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
626,626,Iraq,2011,4.725366116,9.492628097999999,0.750748634,59.87126541,0.347414047,0.0,0.7800272109999999,0.487618536,0.557098687,0.366801709,-1.458242536,-1.211656213,1.74636209,0.369571805,,0.2905,0.264834195,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0 [30.3-42.7],70.7,18.4
637,637,Ireland,2011,7.006904125,10.71840572,0.977377594,70.77765656,0.952034354,0.0,0.589912653,0.86522454,0.19030945,0.529104173,1.127179742,1.5939091440000002,1.888444901,0.269512028,0.32299999999999995,0.325545455,0.502658725,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1 [3.9-4.3],80.4,23.3
649,649,Israel,2011,7.433147907,10.32739449,0.8926965590000001,71.69803619,0.722269237,0.0,0.891295373,0.7379072309999999,0.384475023,0.271090537,-0.27400425100000003,1.119241357,1.823536634,0.245324954,,0.411,0.285089433,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4 [4.3-4.5],81.8,24.4
661,661,Italy,2011,6.057086468,10.50087643,0.913309336,72.28565979,0.567738414,0.0,0.933460951,0.6583942770000001,0.265567929,0.25955969100000004,0.70651567,0.435912699,1.630717635,0.26922476300000003,0.345,0.34127272700000005,0.32957381,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9 [3.8-3.9],82.0,24.5
675,675,Jamaica,2011,5.374446392,8.999515533,0.854584217,64.938591,0.795613527,0.0,0.909116149,0.835871994,0.23715882,0.364988148,0.208083943,-0.011335485,2.33376193,0.43423298,,0.469,0.614988685,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7 [13.4-24.3],75.2,22.0
684,684,Japan,2011,6.2627935410000015,10.48499584,0.916703701,73.74215698,0.814396441,0.0,0.733798981,0.7757174370000001,0.181055471,0.231063634,1.033112645,1.356333971,1.987437367,0.317340404,,0.321,0.373215824,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4 [3.3-3.5],82.5,25.6
696,696,Jordan,2011,5.539327621,9.128501892000001,0.87791878,63.64878082,0.7595645190000001,0.0,,0.61202389,0.26032415,,-0.654883683,0.18064931,2.10824132,0.380595177,,0.343,0.335097253,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5 [17.0-24.8],73.6,18.8
708,708,Kazakhstan,2011,5.735662937000001,9.965415001,0.904971361,60.86470795,0.877888083,0.0,0.801724195,0.695143759,0.154433981,0.716494739,-0.7299700379999999,-0.554897785,1.804958582,0.31469050000000004,0.274,0.295066667,0.365137488,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3 [18.7-20.0],68.5,17.0
720,720,Kenya,2011,4.405310154,7.846539497,0.846307576,55.5723114,0.7086591720000001,0.0,0.922664165,0.760371685,0.227972493,0.458982378,-0.7571554779999999,-0.658740222,1.73718667,0.394339234,,0.485,0.597797513,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.8 [53.9-66.3],61.2,16.7
731,731,Kosovo,2011,4.859501839,9.014640808,0.75910157,60.92036057,0.5889787670000001,0.0,0.919211984,0.6959663629999999,0.12443766,,,,2.068913937,0.425746083,,,0.412191004,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
741,741,Kuwait,2011,6.377699375,11.25751114,0.881911993,64.73221588,0.7686035040000001,0.0,0.560423911,0.793242276,0.17682513600000002,,-0.123735443,0.185835257,1.496177197,0.23459512,,,0.415003777,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4 [10.1-10.7],74.2,17.6
