,Unnamed: 0,country,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate),"GINI index (World Bank estimate), average 2000-15","gini of household income reported in Gallup, by wp5-year",CPI,Crime Index,Safety Index,GDP,Happiness Rank,Happiness Score,Standard Error,Lower Confidence Interval,Upper Confidence Interval,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Dystopia Residual,underFiveMortality,Life expectancy at birth (years),Life expectancy at age 60 (years)
204,204,Burkina Faso,2013,3.325949669,7.353917599,0.745216608,50.7416954,0.741257429,0.0,0.7647214529999999,0.6297705170000001,0.286765754,0.633678317,-0.509408116,-0.472345978,1.676622152,0.504103303,,0.394666667,0.56302613,38.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,59.0,15.3
220,220,Cambodia,2013,3.674466848,7.995024681,0.650589585,57.38068771,0.940592945,0.0,0.811991632,0.7916893359999999,0.44031167,0.7750558259999999,-0.558681726,-0.825272977,2.037897587,0.5546104310000001,,,0.679650843,20.0,32.81,67.19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,67.8,17.1
232,232,Cameroon,2013,4.271038055,8.039212227,0.7601943609999999,48.55026627,0.794075966,0.0,0.867257416,0.681132317,0.268199235,0.607353866,-0.78456682,-1.028106451,2.060977459,0.482547194,,0.438,0.561566055,25.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.9,56.4,16.4
244,244,Canada,2013,7.593793869,10.65338516,0.936239362,71.79985046,0.916013896,0.0,0.406236142,0.8512969020000001,0.262850314,0.505976021,1.257454157,1.79271102,1.658059239,0.218343988,0.34,0.3368,0.552203357,81.0,34.98,65.02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,81.8,24.8
260,260,Chad,2013,3.507663012,7.604434967,0.714144647,44.65095139,0.48821035,0.0,0.881972373,0.461591184,0.314174235,0.309654564,-1.2320908309999998,-1.278597355,1.636042953,0.4664196370000001,,0.4155,0.487147361,19.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.1,52.2,15.7
272,272,Chile,2013,6.74015379,9.998721123,0.862404704,68.93273163,0.7368873359999999,0.0,0.741154909,0.855062187,0.285453886,0.3072685,0.735013962,1.416341901,2.101323128,0.311761886,0.473,0.491571429,0.466638207,71.0,40.28,59.72,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,80.1,24.2
284,284,China,2013,5.2410902980000005,9.388590812999999,0.777895868,68.72095490000001,0.804723918,0.0,,0.8364306690000001,0.14221105,,-1.087599277,-0.291818678,1.880657673,0.358829468,,0.425,0.485037178,40.0,26.87,73.13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,75.6,19.5
296,296,Colombia,2013,6.606550694,9.417053223,0.900777876,63.52719879,0.8411731720000001,0.0,0.898202121,0.8505650159999999,0.27811393100000004,0.29270830800000003,-0.686625302,-0.084210403,2.400402069,0.363336653,0.535,0.5525,0.474851757,36.0,54.16,45.84,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,74.4,21.5
308,308,Congo (Brazzaville),2013,3.954950571,8.578680992,0.67993468,53.27974319,0.725815654,0.0,0.751723707,0.609986424,0.291401565,0.555940092,-0.796414912,-1.189021111,2.913972139,0.736791015,,0.481,0.53914237,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,316,Congo (Kinshasa),2013,4.497477055,6.529524802999999,0.829852045,49.34125519,0.480394155,0.0,0.912991524,0.589168489,0.187094659,0.202409595,-1.825372219,-1.400743484,1.708789349,0.379943997,,0.4215,0.500165999,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,328,Costa Rica,2013,7.158000469,9.549329757999999,0.902069271,69.20224762,0.897879303,0.0,0.812863111,0.850212753,0.278147429,0.26219371,0.8782007690000001,0.560793877,2.029279709,0.283498138,0.4920000000000001,0.4913125,0.489892542,53.0,66.69,33.31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,79.4,24.0
338,338,Croatia,2013,5.885462761,9.911125183,0.751262069,67.23877716,0.626699686,0.0,0.936059833,0.58999753,0.284729958,0.257140577,0.578204632,0.395032674,1.992518187,0.338549107,0.32,0.323333333,0.335642785,48.0,32.25,67.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,77.7,21.2
349,349,Cyprus,2013,5.438952446,10.30370331,0.744032085,72.14528656,0.656267941,0.0,0.8673104640000001,0.747811615,0.420258701,0.274080217,0.772084951,1.141525269,2.625099182,0.482647926,0.37,0.32490909100000004,0.393831193,63.0,34.02,65.98,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,80.1,22.2
359,359,Czech Republic,2013,6.697655677999999,10.25343132,0.8880433440000001,69.1553421,0.725945652,0.0,0.91589886,0.719957829,0.252652615,0.242542624,1.034656048,0.8114690179999999,1.999548912,0.298544586,0.265,0.264727273,0.293449998,48.0,34.12,65.88,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,371,Denmark,2013,7.588606834,10.70469189,0.964707971,70.26249695,0.920254648,0.0,0.170042172,0.862346828,0.194673792,0.391405106,1.312752008,2.026952028,1.721857905,0.226900399,0.285,0.267090909,0.38676554,91.0,30.74,69.26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,80.1,23.0
387,387,Dominican Republic,2013,5.015515327,9.383256912,0.878449142,62.85192489999999,0.888566077,0.0,0.7517508270000001,0.793314457,0.295131445,0.570757329,0.16139911099999998,-0.48639822,2.795640945,0.5573985579999999,0.471,0.4886875,0.487150431,29.0,58.07,41.93,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,73.4,21.8
399,399,Ecuador,2013,6.019206047000001,9.274765967999999,0.801250935,66.566185,0.78679812,0.0,0.645848632,0.8508973120000001,0.266504049,0.6208269000000001,-0.215689272,-0.7422616479999999,2.194297552,0.364549339,0.473,0.505928571,0.355279833,35.0,59.74,40.26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,76.0,22.7
411,411,Egypt,2013,3.558520317,9.191586494,0.6751881240000001,60.93147659,0.473774552,0.0,0.913228452,0.55068332,0.483379006,0.292456508,-1.345194936,-0.6955176,2.753268957,0.773711741,,0.3122,0.35195490700000004,32.0,48.67,51.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,70.9,17.5
423,423,El Salvador,2013,6.325063229,8.940592766,0.826858878,63.43621826,0.71557045,0.0,0.7717508670000001,0.828256786,0.317476392,0.358650446,-0.023375487,-0.193765968,2.257955074,0.35698539,0.435,0.4611875,0.4365792570000001,38.0,50.57,49.43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,73.0,21.6
434,434,Estonia,2013,5.367445946,10.17667389,0.900721788,67.12309265,0.753558695,0.0,0.726356387,0.702255547,0.199018165,0.260637581,0.932532012,1.202389479,1.825384974,0.34008446299999995,0.35100000000000003,0.333,0.358570963,68.0,24.23,75.77,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,76.9,21.6
440,440,Ethiopia,2013,4.44482708,7.18973732,0.602481663,54.93483353,0.706796229,0.0,0.750478268,0.642846286,0.213350877,0.7748575209999999,-1.360166907,-0.716952205,1.766532183,0.397435516,,0.315,0.5384776,33.0,26.04,73.96,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,63.7,17.6
450,450,Finland,2013,7.444635868,10.58223915,0.940869093,70.97862244,0.918625355,0.0,0.305770457,0.7689573759999999,0.194672555,0.420593739,1.47943902,2.041153908,1.56188035,0.209799424,0.272,0.275909091,0.412970424,89.0,32.69,67.31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,80.7,23.8
462,462,France,2013,6.66712141,10.52854156,0.907690823,72.19274139,0.8777957559999999,0.0,0.6990693809999999,0.8001360890000001,0.204969689,0.395130515,0.833995402,1.3488167519999998,1.922264218,0.288319975,0.325,0.3203,0.341182142,71.0,51.13,48.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,82.0,25.4
469,469,Gabon,2013,3.800287008,9.711285591000001,0.733487546,55.43218231,0.68249011,0.0,0.7804389,0.509570956,0.287097007,0.411837041,-0.26663363,-0.6671776770000001,1.873015761,0.492861658,,0.422,0.6139927510000001,34.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3,64.6,18.1
481,481,Georgia,2013,4.348920822,9.018454552,0.5591657760000001,63.85675812,0.722127616,0.0,0.34871360700000004,0.595041275,0.199907079,0.633562744,-0.151275828,0.451273233,1.876835346,0.431563467,0.4,0.4034375,0.442742914,49.0,19.57,80.43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,74.5,19.7
493,493,Germany,2013,6.9651250839999985,10.66696453,0.931420565,70.55317688,0.894312978,0.0,0.56579423,0.743487358,0.204995915,0.557760656,1.167083979,1.6397184130000002,1.821391582,0.26150164,0.314,0.311571429,0.376836538,78.0,23.86,76.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,80.6,23.3
505,505,Ghana,2013,4.965053082,8.244684219,0.6762892009999999,53.84350204,0.793793738,0.0,0.880178452,0.690766215,0.210818723,0.4858883020000001,0.249730334,0.009687522,1.828295469,0.368232816,,0.425,0.544950128,46.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,61.9,15.9
516,516,Greece,2013,4.720251083,10.07517338,0.686650038,71.25013733,0.425966531,0.0,0.941309869,0.689162374,0.482183158,0.143608585,0.257947892,0.378082395,2.284193993,0.48391366,0.361,0.346909091,0.319987625,40.0,49.76,50.24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,80.6,23.7
528,528,Guatemala,2013,5.984601498,8.854383469,0.8296504020000001,62.39096451,0.88400501,0.0,0.8167698379999999,0.866773844,0.33252427,0.467045605,-0.5203495029999999,-0.653253078,2.596675158,0.433892757,,0.52675,0.459572703,29.0,84.87,15.13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,71.4,20.9
535,535,Guinea,2013,3.901793003,7.445229052999999,0.566866577,49.23622131,0.692736626,0.0,0.8154816029999999,0.600324571,0.348057002,0.523243308,-1.126081586,-1.147634745,1.837844133,0.4710255270000001,,0.387,0.448919028,24.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.6,58.8,16.7
546,546,Haiti,2013,4.62196207,7.395941734,0.648350894,52.32541656,0.610410035,0.0,0.668975711,0.538054764,0.326655537,0.355143219,-0.69023025,-1.233611465,2.290217161,0.495507568,,0.409,0.492606282,19.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.1,62.7,17.6
558,558,Honduras,2013,4.713358402,8.337487221,0.791960239,63.08299255,0.698400378,0.0,0.867699742,0.816518545,0.283281326,0.253187001,-0.456773758,-0.756295025,2.882319689,0.611521423,0.537,0.5556,0.536724865,26.0,72.97,27.03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,74.3,22.1
578,578,Hungary,2013,4.914466858,10.04841042,0.877318323,66.49794769,0.673728287,0.0,0.911533177,0.705703676,0.306724131,0.327895939,0.766919494,0.616362095,2.266593456,0.461208403,0.315,0.296818182,0.321232885,54.0,33.72,66.28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,75.5,20.1
585,585,Iceland,2013,7.501394272000001,10.62368298,0.967144907,72.05354309,0.9232077,0.0,0.712598741,0.869971037,0.15627557,0.456565946,1.363351226,1.551135063,1.5686975719999998,0.209120795,0.254,0.280090909,0.332603514,78.0,22.32,77.68,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,82.4,24.5
596,596,India,2013,4.427788734,8.531806946,0.552826345,58.50215912,0.740176618,0.0,0.8323563340000001,0.679957747,0.330437362,0.532654881,-0.398196995,-0.304233044,2.085907936,0.471094728,,0.35200000000000004,0.382374227,36.0,42.12,57.88,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.3,67.6,17.7
608,608,Indonesia,2013,5.292237759,9.174015999,0.7937608359999999,59.98728943,0.7806907890000001,0.0,0.972668588,0.8929420709999999,0.249146357,0.683505118,-0.241571665,-0.384694219,1.63969326,0.30982986100000004,0.395,0.395,0.403671682,32.0,40.49,59.51,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,68.7,16.5
618,618,Iran,2013,5.139579296,9.704015732,0.66370672,65.00792694,0.730214715,0.0,0.685038149,0.659087777,0.551839709,0.687470555,-1.429029226,-0.963310003,2.532925129,0.492827326,0.374,0.4132,0.430770934,25.0,56.15,43.85,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,628,Iraq,2013,4.725017071,9.621003151,0.7282854320000001,60.2989006,,0.0,0.709726155,,0.554278731,0.500669956,-1.534291387,-1.265546918,3.006973982,0.636394322,,0.2905,0.44740504,16.0,56.25,43.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1,69.5,18.3
639,639,Ireland,2013,6.760085106,10.73034668,0.955188334,71.0,0.883772016,0.0,0.558394194,0.814344585,0.245267823,0.28501555300000003,1.106405377,1.584632158,1.983884215,0.293470293,0.334,0.325545455,0.44849968,72.0,44.95,55.05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,81.0,23.8
651,651,Israel,2013,7.320563316,10.34980011,0.908515871,72.04925537,0.739001632,0.0,0.848537862,0.697945952,0.408576161,0.451302052,-0.225939274,1.07678926,1.611566305,0.220142394,,0.411,0.28257471300000003,61.0,48.26,51.74,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,82.1,24.7
663,663,Italy,2013,6.009373665,10.44056034,0.916296065,72.72756195,0.499168754,0.0,0.942639291,0.778827429,0.356616199,0.145972148,0.7248582840000001,0.424433529,1.701400042,0.283124357,0.349,0.34127272700000005,0.296771884,43.0,49.46,50.54,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,82.3,24.8
669,669,Ivory Coast,2013,3.739365578,7.965493679,0.708571136,45.14600372,0.7391932609999999,0.0,0.691117585,0.74297148,0.30606573800000003,0.57163626,-0.899957597,-0.825691462,2.0105550290000003,0.5376727579999999,,0.4206666670000001,0.576500297,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,676,Jamaica,2013,5.708886623,8.990375519,0.864943385,65.28887939,0.79319495,0.0,0.930722296,0.733613372,0.31248486,0.292249411,0.362890244,-0.087526165,2.762734652,0.483935803,,0.469,0.6313798429999999,38.0,53.91,46.09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,75.6,22.2
686,686,Japan,2013,5.959361553,10.52268314,0.923688352,74.40352631,0.821416557,0.0,0.650498211,0.7938088179999999,0.174621537,0.358106881,1.064394474,1.4583613869999998,1.905619979,0.319769144,,0.321,0.34886989,74.0,13.11,86.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,83.5,26.0
698,698,Jordan,2013,5.171952724,9.077575684,0.8403792379999999,63.91085815,0.692227006,0.0,,0.684083998,0.286033303,,-0.706534863,0.136966825,2.636869669,0.50984025,,0.343,0.357245356,45.0,43.43,56.57,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,73.9,19.0
710,710,Kazakhstan,2013,5.835483074,10.04206657,0.8890097140000001,62.16176605,0.781591058,0.0,0.819989383,0.6738988159999999,0.164444029,0.662005246,-0.822536409,-0.630067945,1.817554474,0.311465979,0.263,0.295066667,0.326240152,26.0,52.86,47.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,69.5,17.2
722,722,Kenya,2013,3.795383215,7.894681931,0.824806035,56.99938965,0.7083322409999999,0.0,0.8610033990000001,0.7650429609999999,0.161331311,0.60929203,-0.6895939109999999,-0.624978006,1.650063515,0.434755445,,0.485,0.4700386520000001,27.0,74.3,25.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.8,62.6,16.8
733,733,Kosovo,2013,6.125758171,9.061113358,0.7207503909999999,61.48379135,0.568463147,0.0,0.935094595,0.691510618,0.202731237,0.361421138,,,2.366107702,0.386255473,,,0.440340459,33.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,743,Kuwait,2013,6.480031013,11.21296215,0.861948133,64.9475708,0.7505248790000001,0.0,,0.752347887,0.282628983,,-0.245775267,0.008789944000000001,2.074005365,0.320061028,,,0.431248039,43.0,26.95,73.05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,74.5,17.7
755,755,Kyrgyzstan,2013,5.40242672,8.045762062,0.850715518,62.06302643,0.755036652,0.0,0.899560452,0.72200352,0.13491118,0.43592,-0.725017488,-0.809256732,1.734971166,0.321146637,0.28800000000000003,0.306375,0.374307275,24.0,60.05,39.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,70.7,18.0
772,772,Latvia,2013,5.069770336,9.980222702,0.834022582,64.98500061,0.630507529,0.0,0.836553633,0.6421023610000001,0.227449417,0.233799666,0.6820293070000001,0.757289529,1.719731092,0.339212835,0.355,0.362,0.305940241,53.0,45.71,54.29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,74.1,19.9
784,784,Lebanon,2013,4.983288765,9.575028419,0.708228052,68.26715088,0.654868305,0.0,0.920827806,0.4988636970000001,0.409337312,,-1.047667384,-0.542835176,2.320661545,0.465688765,,0.318,0.3797521,28.0,47.31,52.69,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,74.9,18.9
809,809,Lithuania,2013,5.595689297000001,10.13252163,0.91251415,64.92501831,0.5558152789999999,0.0,0.936335504,0.580803812,0.293728739,0.384238273,0.952275991,0.811991632,1.711561799,0.305871487,0.353,0.353090909,0.287150949,57.0,34.61,65.39,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,73.0,19.2
818,818,Luxembourg,2013,7.130809307000001,11.41483116,0.916683257,71.8243866,0.789655447,0.0,0.30081176800000003,0.640379965,0.184799984,0.736690223,1.483172297,1.837526202,1.342207909,0.188226596,0.32,0.315363636,0.33992666,80.0,18.75,81.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,81.4,23.9
